
n:		Tiempo:

4		0.0001850	
5		0.0002540	
6		0.0002870	
7		0.0003320	
8		0.0003640	
9		0.0003970	
10		0.0004360	
11		0.0004690	
12		0.0005010	
13		0.0005400	
14		0.0005730	
15		0.0006060	
16		0.0006440	
17		0.0006790	
18		0.0007120	
19		0.0007500	
20		0.0007820	
21		0.0008210	
22		0.0009310	
23		0.0009520	
24		0.0009760	
25		0.0009990	
26		0.0010160	
27		0.0010470	
28		0.0010650	
29		0.0010830	
30		0.0011030	
31		0.0011200	
32		0.0011380	
33		0.0011580	
34		0.0011760	
35		0.0011930	
36		0.0012130	
37		0.0012300	
38		0.0012490	
39		0.0012690	
40		0.0012860	
41		0.0013030	
42		0.0013240	
43		0.0013410	
44		0.0013620	
45		0.0013800	
46		0.0013980	
47		0.0014180	
48		0.0014420	
49		0.0014590	
50		0.0014800	
51		0.0015030	
52		0.0015210	
53		0.0015420	
54		0.0015590	
55		0.0015760	
56		0.0015980	
57		0.0016150	
58		0.0016330	
59		0.0016550	
60		0.0016730	
61		0.0016910	
62		0.0017110	
63		0.0017290	
64		0.0017470	
65		0.0017670	
66		0.0017850	
67		0.0018050	
68		0.0018230	
69		0.0018420	
70		0.0018620	
71		0.0018830	
72		0.0019010	
73		0.0019220	
74		0.0019390	
75		0.0019570	
76		0.0019800	
77		0.0019980	
78		0.0020150	
79		0.0020370	
80		0.0020550	
81		0.0020720	
82		0.0020930	
83		0.0021110	
84		0.0021290	
85		0.0021500	
86		0.0021670	
87		0.0021850	
88		0.0022060	
89		0.0022230	
90		0.0022450	
91		0.0022620	
92		0.0022800	
93		0.0023000	
94		0.0023220	
95		0.0023400	
96		0.0023600	
97		0.0023770	
98		0.0023950	
99		0.0024150	
100		0.0024360	
101		0.0024540	
102		0.0024750	
103		0.0024920	
104		0.0025100	
105		0.0025310	
106		0.0025490	
107		0.0025660	
108		0.0025860	
109		0.0026040	
110		0.0026200	
111		0.0026420	
112		0.0026590	
113		0.0026800	
114		0.0026980	
115		0.0027160	
116		0.0027370	
117		0.0027590	
118		0.0027770	
119		0.0027980	
120		0.0028160	
121		0.0028340	
122		0.0028550	
123		0.0028720	
124		0.0028890	
125		0.0029120	
126		0.0029300	
127		0.0029480	
128		0.0029690	
129		0.0029860	
130		0.0030030	
131		0.0030240	
132		0.0030410	
133		0.0030590	
134		0.0030800	
135		0.0030980	
136		0.0031160	
137		0.0031370	
138		0.0031540	
139		0.0031750	
140		0.0031970	
141		0.0032140	
142		0.0032360	
143		0.0032530	
144		0.0032700	
145		0.0032910	
146		0.0033090	
147		0.0033260	
148		0.0033480	
149		0.0033680	
150		0.0033850	
151		0.0034070	
152		0.0034250	
153		0.0034430	
154		0.0034630	
155		0.0034810	
156		0.0034980	
157		0.0035200	
158		0.0035370	
159		0.0035550	
160		0.0035760	
161		0.0035940	
162		0.0036160	
163		0.0036380	
164		0.0036560	
165		0.0036770	
166		0.0036940	
167		0.0037130	
168		0.0037330	
169		0.0037510	
170		0.0037690	
171		0.0037900	
172		0.0038070	
173		0.0038260	
174		0.0038490	
175		0.0038670	
176		0.0038840	
177		0.0039050	
178		0.0039230	
179		0.0039400	
180		0.0039620	
181		0.0039790	
182		0.0039960	
183		0.0040180	
184		0.0040360	
185		0.0040570	
186		0.0040780	
187		0.0040950	
188		0.0041170	
189		0.0041350	
190		0.0041530	
191		0.0041740	
192		0.0041910	
193		0.0042080	
194		0.0042310	
195		0.0042480	
196		0.0042660	
197		0.0042880	
198		0.0043070	
199		0.0043260	
200		0.0043470	
201		0.0043650	
202		0.0043820	
203		0.0044030	
204		0.0044210	
205		0.0044390	
206		0.0044600	
207		0.0044780	
208		0.0044990	
209		0.0045200	
210		0.0045380	
211		0.0045580	
212		0.0045750	
213		0.0046660	
214		0.0046920	
215		0.0047090	
216		0.0047280	
217		0.0047490	
218		0.0047680	
219		0.0047850	
220		0.0048060	
221		0.0048230	
222		0.0048410	
223		0.0048650	
224		0.0048820	
225		0.0049010	
226		0.0049220	
227		0.0049400	
228		0.0049570	
229		0.0049780	
230		0.0049960	
231		0.0050180	
232		0.0050390	
233		0.0050570	
234		0.0050780	
235		0.0050970	
236		0.0051140	
237		0.0051350	
238		0.0051520	
239		0.0051690	
240		0.0051890	
241		0.0052070	
242		0.0052250	
243		0.0052450	
244		0.0052630	
245		0.0052800	
246		0.0053020	
247		0.0053210	
248		0.0053390	
249		0.0053610	
250		0.0053780	
251		0.0053950	
252		0.0054160	
253		0.0054340	
254		0.0054540	
255		0.0054750	
256		0.0054930	
257		0.0055150	
258		0.0055330	
259		0.0055490	
260		0.0055700	
261		0.0055880	
262		0.0056060	
263		0.0056270	
264		0.0056450	
265		0.0056630	
266		0.0056850	
267		0.0058530	
268		0.0058740	
269		0.0058930	
270		0.0059100	
271		0.0059260	
272		0.0059500	
273		0.0059670	
274		0.0059840	
275		0.0060030	
276		0.0060200	
277		0.0060440	
278		0.0060610	
279		0.0060770	
280		0.0060970	
281		0.0061130	
282		0.0061300	
283		0.0061500	
284		0.0061670	
285		0.0061840	
286		0.0062050	
287		0.0062220	
288		0.0062390	
289		0.0062590	
290		0.0062750	
291		0.0062930	
292		0.0063130	
293		0.0063290	
294		0.0063460	
295		0.0063660	
296		0.0063850	
297		0.0064040	
298		0.0064240	
299		0.0064410	
300		0.0064650	
301		0.0064820	
302		0.0064980	
303		0.0065190	
304		0.0065360	
305		0.0065530	
306		0.0065730	
307		0.0065910	
308		0.0066080	
309		0.0066280	
310		0.0066450	
311		0.0066620	
312		0.0066810	
313		0.0066980	
314		0.0067150	
315		0.0067350	
316		0.0067520	
317		0.0067690	
318		0.0067900	
319		0.0068070	
320		0.0068230	
321		0.0068450	
322		0.0068620	
323		0.0068850	
324		0.0069020	
325		0.0069190	
326		0.0069390	
327		0.0069550	
328		0.0069730	
329		0.0069930	
330		0.0070090	
331		0.0070260	
332		0.0070450	
333		0.0070620	
334		0.0070790	
335		0.0070980	
336		0.0071140	
337		0.0071310	
338		0.0071520	
339		0.0071680	
340		0.0071850	
341		0.0072040	
342		0.0072200	
343		0.0072370	
344		0.0072570	
345		0.0072750	
346		0.0072980	
347		0.0073150	
348		0.0073310	
349		0.0073520	
350		0.0073680	
351		0.0073840	
352		0.0074040	
353		0.0074200	
354		0.0074380	
355		0.0074580	
356		0.0074750	
357		0.0074920	
358		0.0075120	
359		0.0075300	
360		0.0075470	
361		0.0075660	
362		0.0075830	
363		0.0076000	
364		0.0076200	
365		0.0076360	
366		0.0076530	
367		0.0076730	
368		0.0076900	
369		0.0077160	
370		0.0077320	
371		0.0077490	
372		0.0077680	
373		0.0077850	
374		0.0078010	
375		0.0078230	
376		0.0078390	
377		0.0078560	
378		0.0078760	
379		0.0078930	
380		0.0079100	
381		0.0079290	
382		0.0079460	
383		0.0079630	
384		0.0080570	
385		0.0080770	
386		0.0080950	
387		0.0081170	
388		0.0081340	
389		0.0081520	
390		0.0081740	
391		0.0081920	
392		0.0082100	
393		0.0082350	
394		0.0082550	
395		0.0082770	
396		0.0082950	
397		0.0083130	
398		0.0083340	
399		0.0083520	
400		0.0083700	
401		0.0083920	
402		0.0084100	
403		0.0084280	
404		0.0084500	
405		0.0084680	
406		0.0084850	
407		0.0085060	
408		0.0085240	
409		0.0085410	
410		0.0085620	
411		0.0085810	
412		0.0085980	
413		0.0086190	
414		0.0086370	
415		0.0086540	
416		0.0086790	
417		0.0086960	
418		0.0087200	
419		0.0087390	
420		0.0087560	
421		0.0087790	
422		0.0087970	
423		0.0088150	
424		0.0088360	
425		0.0088540	
426		0.0088710	
427		0.0088910	
428		0.0089090	
429		0.0089270	
430		0.0089480	
431		0.0089690	
432		0.0089880	
433		0.0090090	
434		0.0090270	
435		0.0090450	
436		0.0090660	
437		0.0090830	
438		0.0091000	
439		0.0091250	
440		0.0091420	
441		0.0091630	
442		0.0091810	
443		0.0092010	
444		0.0092220	
445		0.0092390	
446		0.0092570	
447		0.0092780	
448		0.0092960	
449		0.0093130	
450		0.0093350	
451		0.0093520	
452		0.0093710	
453		0.0093930	
454		0.0094100	
455		0.0094270	
456		0.0094480	
457		0.0094650	
458		0.0094830	
459		0.0095040	
460		0.0095220	
461		0.0095390	
462		0.0095630	
463		0.0095820	
464		0.0096030	
465		0.0096200	
466		0.0096380	
467		0.0096610	
468		0.0096780	
469		0.0096950	
470		0.0097160	
471		0.0097340	
472		0.0097510	
473		0.0097720	
474		0.0097890	
475		0.0098070	
476		0.0098260	
477		0.0098430	
478		0.0098610	
479		0.0098820	
480		0.0099000	
481		0.0099170	
482		0.0099380	
483		0.0099560	
484		0.0099740	
485		0.0100000	
486		0.0100170	
487		0.0100380	
488		0.0100550	
489		0.0100730	
490		0.0100940	
491		0.0101120	
492		0.0101320	
493		0.0101540	
494		0.0101730	
495		0.0101910	
496		0.0102120	
497		0.0102310	
498		0.0102480	
499		0.0102700	
500		0.0102870	
501		0.0103050	
502		0.0103260	
503		0.0103430	
504		0.0103610	
505		0.0103840	
506		0.0104020	
507		0.0104200	
508		0.0104410	
509		0.0104590	
510		0.0104800	
511		0.0104980	
512		0.0105150	
513		0.0105410	
514		0.0105590	
515		0.0105780	
516		0.0106010	
517		0.0106200	
518		0.0106370	
519		0.0106590	
520		0.0106760	
521		0.0106940	
522		0.0107150	
523		0.0108480	
524		0.0108710	
525		0.0108960	
526		0.0109130	
527		0.0109310	
528		0.0109520	
529		0.0109700	
530		0.0109880	
531		0.0110090	
532		0.0110260	
533		0.0110480	
534		0.0110650	
535		0.0110880	
536		0.0111090	
537		0.0111270	
538		0.0111450	
539		0.0111660	
540		0.0111840	
541		0.0112040	
542		0.0112250	
543		0.0112420	
544		0.0112590	
545		0.0112800	
546		0.0112980	
547		0.0113150	
548		0.0113350	
549		0.0113530	
550		0.0113700	
551		0.0113910	
552		0.0114080	
553		0.0114260	
554		0.0114470	
555		0.0114650	
556		0.0114880	
557		0.0115050	
558		0.0115260	
559		0.0115470	
560		0.0115640	
561		0.0115820	
562		0.0116040	
563		0.0116220	
564		0.0116400	
565		0.0116630	
566		0.0116820	
567		0.0116990	
568		0.0117570	
569		0.0117800	
570		0.0118000	
571		0.0118230	
572		0.0118430	
573		0.0118620	
574		0.0118830	
575		0.0119010	
576		0.0119190	
577		0.0119410	
578		0.0119590	
579		0.0119800	
580		0.0119980	
581		0.0120190	
582		0.0120400	
583		0.0120560	
584		0.0120740	
585		0.0120950	
586		0.0121120	
587		0.0121310	
588		0.0121530	
589		0.0121710	
590		0.0121920	
591		0.0122140	
592		0.0122320	
593		0.0122500	
594		0.0122720	
595		0.0122900	
596		0.0123080	
597		0.0123310	
598		0.0123500	
599		0.0123670	
600		0.0123880	
601		0.0124050	
602		0.0124260	
603		0.0124440	
604		0.0124660	
605		0.0124880	
606		0.0125060	
607		0.0125240	
608		0.0125470	
609		0.0125650	
610		0.0125830	
611		0.0126050	
612		0.0126230	
613		0.0126400	
614		0.0126650	
615		0.0126830	
616		0.0127010	
617		0.0127220	
618		0.0127420	
619		0.0127600	
620		0.0127810	
621		0.0127990	
622		0.0128170	
623		0.0128390	
624		0.0128570	
625		0.0128780	
626		0.0128960	
627		0.0129180	
628		0.0129410	
629		0.0129590	
630		0.0129770	
631		0.0129980	
